service_id,date,exception_type
300046,20220125,1
300046,20220126,1
300046,20220127,1
300046,20220128,1
300046,20220129,1
300046,20220130,1
300046,20220131,1
300046,20220201,1
300046,20220202,1
300046,20220203,1
300046,20220204,1
300046,20220205,1
300046,20220206,1
300046,20220207,1
300046,20220208,1
300046,20220209,1
300046,20220210,1
300046,20220211,1
300046,20220212,1
300046,20220213,1
300046,20220214,1
300046,20220215,1
300046,20220216,1
300046,20220217,1
300046,20220218,1
300046,20220219,1
300046,20220220,1
300046,20220221,1
300046,20220222,1
300046,20220223,1
300046,20220224,1
300046,20220225,1
300046,20220226,1
300046,20220227,1
300046,20220228,1
300046,20220301,1
300046,20220302,1
300046,20220303,1
300046,20220304,1
300046,20220305,1
299524,20211223,1
299524,20211224,1
299524,20211225,1
299524,20211226,1
299524,20211227,1
299524,20211228,1
299524,20211229,1
299524,20211230,1
299524,20211231,1
299524,20220101,1
299524,20220102,1
299524,20220103,1
299524,20220104,1
299524,20220105,1
299524,20220106,1
299524,20220107,1
299524,20220108,1
299524,20220109,1
299524,20220110,1
299524,20220111,1
299524,20220112,1
299524,20220113,1
299524,20220114,1
299524,20220115,1
299524,20220116,1
299524,20220117,1
299524,20220118,1
299524,20220119,1
299524,20220120,1
299524,20220121,1
299524,20220122,1
299524,20220123,1
299524,20220124,1
299524,20220125,1
299524,20220126,1
299524,20220127,1
299524,20220128,1
299524,20220129,1
299524,20220130,1
299524,20220131,1
299524,20220201,1
299524,20220202,1
299524,20220203,1
299524,20220204,1
299524,20220205,1
299524,20220206,1
299524,20220207,1
299524,20220208,1
299524,20220209,1
299524,20220210,1
299524,20220211,1
299524,20220212,1
299524,20220213,1
299524,20220214,1
299524,20220215,1
299524,20220216,1
299524,20220217,1
299524,20220218,1
299524,20220219,1
299524,20220220,1
299524,20220221,1
299524,20220222,1
299524,20220223,1
299524,20220224,1
299524,20220225,1
299524,20220226,1
299524,20220227,1
299524,20220228,1
299524,20220301,1
299524,20220302,1
299524,20220303,1
299524,20220304,1
299524,20220305,1
300333,20211223,1
300333,20211224,1
300333,20211225,1
300333,20211226,1
300333,20211227,1
300333,20211228,1
300333,20211229,1
300333,20211230,1
300333,20211231,1
300333,20220101,1
300333,20220102,1
300333,20220103,1
300333,20220104,1
300333,20220105,1
300333,20220106,1
300333,20220107,1
300333,20220108,1
300333,20220109,1
300333,20220110,1
300333,20220111,1
300333,20220112,1
300333,20220113,1
300333,20220114,1
300333,20220115,1
300333,20220116,1
300333,20220117,1
300333,20220118,1
300333,20220119,1
300333,20220120,1
300333,20220121,1
300333,20220122,1
300333,20220123,1
300333,20220124,1
300333,20220125,1
300333,20220126,1
300333,20220127,1
300333,20220128,1
300333,20220129,1
300333,20220130,1
300333,20220131,1
300333,20220201,1
300333,20220202,1
300333,20220203,1
300333,20220204,1
300333,20220205,1
300333,20220206,1
300333,20220207,1
300333,20220208,1
300333,20220209,1
300333,20220210,1
300333,20220211,1
300333,20220212,1
300333,20220213,1
300333,20220214,1
300333,20220215,1
300333,20220216,1
300333,20220217,1
300333,20220218,1
300333,20220219,1
300333,20220220,1
300333,20220221,1
300333,20220222,1
300333,20220223,1
300333,20220224,1
300333,20220225,1
300333,20220226,1
300333,20220227,1
300333,20220228,1
300333,20220301,1
300333,20220302,1
300333,20220303,1
300333,20220304,1
300333,20220305,1
300097,20211223,1
300097,20211224,1
300097,20211225,1
300097,20211226,1
300097,20211227,1
300097,20211228,1
300097,20211229,1
300097,20211230,1
300097,20211231,1
300097,20220101,1
300097,20220102,1
300097,20220103,1
300097,20220104,1
300097,20220105,1
300097,20220106,1
300097,20220107,1
300097,20220108,1
300097,20220109,1
300097,20220110,1
300097,20220111,1
300097,20220112,1
300097,20220113,1
300097,20220114,1
300097,20220115,1
300097,20220116,1
300097,20220117,1
300097,20220118,1
300097,20220119,1
300097,20220120,1
300097,20220121,1
300097,20220122,1
300097,20220123,1
300097,20220124,1
300097,20220125,1
300097,20220126,1
300097,20220127,1
300097,20220128,1
300097,20220129,1
300097,20220130,1
300097,20220131,1
300097,20220201,1
300097,20220202,1
300097,20220203,1
300097,20220204,1
300097,20220205,1
300097,20220206,1
300097,20220207,1
300097,20220208,1
300097,20220209,1
300097,20220210,1
300097,20220211,1
300097,20220212,1
300097,20220213,1
300097,20220214,1
300097,20220215,1
300097,20220216,1
300097,20220217,1
300097,20220218,1
300097,20220219,1
300097,20220220,1
300097,20220221,1
300097,20220222,1
300097,20220223,1
300097,20220224,1
300097,20220225,1
300097,20220226,1
300097,20220227,1
300097,20220228,1
300097,20220301,1
300097,20220302,1
300097,20220303,1
300097,20220304,1
300097,20220305,1
299442,20211223,1
299442,20211224,1
299442,20211225,1
299442,20211226,1
299442,20211227,1
299442,20211228,1
299442,20211229,1
299442,20211230,1
299442,20211231,1
299442,20220101,1
299442,20220102,1
299442,20220103,1
299442,20220104,1
299442,20220105,1
299442,20220106,1
299442,20220107,1
299442,20220108,1
299442,20220109,1
299442,20220110,1
299442,20220111,1
299442,20220112,1
299442,20220113,1
299442,20220114,1
299442,20220115,1
299442,20220116,1
299442,20220117,1
299442,20220118,1
299442,20220119,1
299442,20220120,1
299442,20220121,1
299442,20220122,1
299442,20220123,1
299442,20220124,1
299442,20220125,1
299442,20220126,1
299442,20220127,1
299442,20220128,1
299442,20220129,1
299442,20220130,1
299442,20220131,1
299442,20220201,1
299442,20220202,1
299442,20220203,1
299442,20220204,1
299442,20220205,1
299442,20220206,1
299442,20220207,1
299442,20220208,1
299442,20220209,1
299442,20220210,1
299442,20220211,1
299442,20220212,1
299442,20220213,1
299442,20220214,1
299442,20220215,1
299442,20220216,1
299442,20220217,1
299442,20220218,1
299442,20220219,1
299442,20220220,1
299442,20220221,1
299442,20220222,1
299442,20220223,1
299442,20220224,1
299442,20220225,1
299442,20220226,1
299442,20220227,1
299442,20220228,1
299442,20220301,1
299442,20220302,1
299442,20220303,1
299442,20220304,1
299442,20220305,1
299584,20211223,1
299584,20211224,1
299584,20211225,1
299584,20211226,1
299584,20211227,1
299584,20211228,1
299584,20211229,1
299584,20211230,1
299584,20211231,1
299584,20220101,1
299584,20220102,1
299584,20220103,1
299584,20220104,1
299584,20220105,1
299584,20220106,1
299584,20220107,1
299584,20220108,1
299584,20220109,1
299584,20220110,1
299584,20220111,1
299584,20220112,1
299584,20220113,1
299584,20220114,1
299584,20220115,1
299584,20220116,1
299584,20220117,1
299584,20220118,1
299584,20220119,1
299584,20220120,1
299584,20220121,1
299584,20220122,1
299584,20220123,1
299584,20220124,1
299584,20220125,1
299584,20220126,1
299584,20220127,1
299584,20220128,1
299584,20220129,1
299584,20220130,1
299584,20220131,1
299584,20220201,1
299584,20220202,1
299584,20220203,1
299584,20220204,1
299584,20220205,1
299584,20220206,1
299584,20220207,1
299584,20220208,1
299584,20220209,1
299584,20220210,1
299584,20220211,1
299584,20220212,1
299584,20220213,1
299584,20220214,1
299584,20220215,1
299584,20220216,1
299584,20220217,1
299584,20220218,1
299584,20220219,1
299584,20220220,1
299584,20220221,1
299584,20220222,1
299584,20220223,1
299584,20220224,1
299584,20220225,1
299584,20220226,1
299584,20220227,1
299584,20220228,1
299584,20220301,1
299584,20220302,1
299584,20220303,1
299584,20220304,1
299584,20220305,1
300131,20211223,1
300131,20211224,1
300131,20211225,1
300131,20211226,1
300131,20211227,1
300131,20211228,1
300131,20211229,1
300131,20211230,1
300131,20211231,1
300131,20220101,1
300131,20220102,1
300131,20220103,1
300131,20220104,1
300131,20220105,1
300131,20220106,1
300131,20220107,1
300131,20220108,1
300131,20220109,1
300131,20220110,1
300131,20220111,1
300131,20220112,1
300131,20220113,1
300131,20220114,1
300131,20220115,1
300131,20220116,1
300131,20220117,1
300131,20220118,1
300131,20220119,1
300131,20220120,1
300131,20220121,1
300131,20220122,1
300131,20220123,1
300131,20220124,1
300131,20220125,1
300131,20220126,1
300131,20220127,1
300131,20220128,1
300131,20220129,1
300131,20220130,1
300131,20220131,1
300131,20220201,1
300131,20220202,1
300131,20220203,1
300131,20220204,1
300131,20220205,1
300131,20220206,1
300131,20220207,1
300131,20220208,1
300131,20220209,1
300131,20220210,1
300131,20220211,1
300131,20220212,1
300131,20220213,1
300131,20220214,1
300131,20220215,1
300131,20220216,1
300131,20220217,1
300131,20220218,1
300131,20220219,1
300131,20220220,1
300131,20220221,1
300131,20220222,1
300131,20220223,1
300131,20220224,1
300131,20220225,1
300131,20220226,1
300131,20220227,1
300131,20220228,1
300131,20220301,1
300131,20220302,1
300131,20220303,1
300131,20220304,1
300131,20220305,1
299940,20211223,1
299940,20211224,1
299940,20211225,1
299940,20211226,1
299940,20211227,1
299940,20211228,1
299940,20211229,1
299940,20211230,1
299940,20211231,1
299940,20220101,1
299940,20220102,1
299940,20220103,1
299940,20220104,1
299940,20220105,1
299940,20220106,1
299940,20220107,1
299940,20220108,1
299940,20220109,1
299940,20220110,1
299940,20220111,1
299940,20220112,1
299940,20220113,1
299940,20220114,1
299940,20220115,1
299940,20220116,1
299940,20220117,1
299940,20220118,1
299940,20220119,1
299940,20220120,1
299940,20220121,1
299940,20220122,1
299940,20220123,1
299940,20220124,1
299940,20220125,1
299940,20220126,1
299940,20220127,1
299940,20220128,1
299940,20220129,1
299940,20220130,1
299940,20220131,1
299940,20220201,1
299940,20220202,1
299940,20220203,1
299940,20220204,1
299940,20220205,1
299940,20220206,1
299940,20220207,1
299940,20220208,1
299940,20220209,1
299940,20220210,1
299940,20220211,1
299940,20220212,1
299940,20220213,1
299940,20220214,1
299940,20220215,1
299940,20220216,1
299940,20220217,1
299940,20220218,1
299940,20220219,1
299940,20220220,1
299940,20220221,1
299940,20220222,1
299940,20220223,1
299940,20220224,1
299940,20220225,1
299940,20220226,1
299940,20220227,1
299940,20220228,1
299940,20220301,1
299940,20220302,1
299940,20220303,1
299940,20220304,1
299940,20220305,1
299708,20211223,1
299708,20211224,1
299708,20211225,1
299708,20211226,1
299708,20211227,1
299708,20211228,1
299708,20211229,1
299708,20211230,1
299708,20211231,1
299708,20220101,1
299708,20220102,1
299708,20220103,1
299708,20220104,1
299708,20220105,1
299708,20220106,1
299708,20220107,1
299708,20220108,1
299708,20220109,1
299708,20220110,1
299708,20220111,1
299708,20220112,1
299708,20220113,1
299708,20220114,1
299708,20220115,1
299708,20220116,1
299708,20220117,1
299708,20220118,1
299708,20220119,1
299708,20220120,1
299708,20220121,1
299708,20220122,1
299708,20220123,1
299708,20220124,1
299708,20220125,1
299708,20220126,1
299708,20220127,1
299708,20220128,1
299708,20220129,1
299708,20220130,1
299708,20220131,1
299708,20220201,1
299708,20220202,1
299708,20220203,1
299708,20220204,1
299708,20220205,1
299708,20220206,1
299708,20220207,1
299708,20220208,1
299708,20220209,1
299708,20220210,1
299708,20220211,1
299708,20220212,1
299708,20220213,1
299708,20220214,1
299708,20220215,1
299708,20220216,1
299708,20220217,1
299708,20220218,1
299708,20220219,1
299708,20220220,1
299708,20220221,1
299708,20220222,1
299708,20220223,1
299708,20220224,1
299708,20220225,1
299708,20220226,1
299708,20220227,1
299708,20220228,1
299708,20220301,1
299708,20220302,1
299708,20220303,1
299708,20220304,1
299708,20220305,1
300938,20211223,1
300938,20211224,1
300938,20211225,1
300938,20211226,1
300938,20211227,1
300938,20211228,1
300938,20211229,1
300938,20211230,1
300938,20211231,1
300938,20220101,1
300938,20220102,1
300938,20220103,1
300938,20220104,1
300938,20220105,1
300938,20220106,1
300938,20220107,1
300938,20220108,1
300938,20220109,1
300938,20220110,1
300938,20220111,1
300938,20220112,1
300938,20220113,1
300938,20220114,1
300938,20220115,1
300938,20220116,1
300938,20220117,1
300938,20220118,1
300938,20220119,1
300938,20220120,1
300938,20220121,1
300938,20220122,1
300938,20220123,1
300938,20220124,1
300938,20220125,1
300938,20220126,1
300938,20220127,1
300938,20220128,1
300938,20220129,1
300938,20220130,1
300938,20220131,1
300938,20220201,1
300938,20220202,1
300938,20220203,1
300938,20220204,1
300938,20220205,1
300938,20220206,1
300938,20220207,1
300938,20220208,1
300938,20220209,1
300938,20220210,1
300938,20220211,1
300938,20220212,1
300938,20220213,1
300938,20220214,1
300938,20220215,1
300938,20220216,1
300938,20220217,1
300938,20220218,1
300938,20220219,1
300938,20220220,1
300938,20220221,1
300938,20220222,1
300938,20220223,1
300938,20220224,1
300938,20220225,1
300938,20220226,1
300938,20220227,1
300938,20220228,1
300938,20220301,1
300938,20220302,1
300938,20220303,1
300938,20220304,1
300938,20220305,1
300643,20211223,1
300643,20211224,1
300643,20211225,1
300643,20211226,1
300643,20211227,1
300643,20211228,1
300643,20211229,1
300643,20211230,1
300643,20211231,1
300643,20220101,1
300643,20220102,1
300643,20220103,1
300643,20220104,1
300643,20220105,1
300643,20220106,1
300643,20220107,1
300643,20220108,1
300643,20220109,1
300643,20220110,1
300643,20220111,1
300643,20220112,1
300643,20220113,1
300643,20220114,1
300643,20220115,1
300643,20220116,1
300643,20220117,1
300643,20220118,1
300643,20220119,1
300643,20220120,1
300643,20220121,1
300643,20220122,1
300643,20220123,1
300643,20220124,1
300643,20220125,1
300643,20220126,1
300643,20220127,1
300643,20220128,1
300643,20220129,1
300643,20220130,1
300643,20220131,1
300643,20220201,1
300643,20220202,1
300643,20220203,1
300643,20220204,1
300643,20220205,1
300643,20220206,1
300643,20220207,1
300643,20220208,1
300643,20220209,1
300643,20220210,1
300643,20220211,1
300643,20220212,1
300643,20220213,1
300643,20220214,1
300643,20220215,1
300643,20220216,1
300643,20220217,1
300643,20220218,1
300643,20220219,1
300643,20220220,1
300643,20220221,1
300643,20220222,1
300643,20220223,1
300643,20220224,1
300643,20220225,1
300643,20220226,1
300643,20220227,1
300643,20220228,1
300643,20220301,1
300643,20220302,1
300643,20220303,1
300643,20220304,1
300643,20220305,1
300563,20211223,1
300563,20211224,1
300563,20211225,1
300563,20211226,1
300563,20211227,1
300563,20211228,1
300563,20211229,1
300563,20211230,1
300563,20211231,1
300563,20220101,1
300563,20220102,1
300563,20220103,1
300563,20220104,1
300563,20220105,1
300563,20220106,1
300563,20220107,1
300563,20220108,1
300563,20220109,1
300563,20220110,1
300563,20220111,1
300563,20220112,1
300563,20220113,1
300563,20220114,1
300563,20220115,1
300563,20220116,1
300563,20220117,1
300563,20220118,1
300563,20220119,1
300563,20220120,1
300563,20220121,1
300563,20220122,1
300563,20220123,1
300563,20220124,1
300563,20220125,1
300563,20220126,1
300563,20220127,1
300563,20220128,1
300563,20220129,1
300563,20220130,1
300563,20220131,1
300563,20220201,1
300563,20220202,1
300563,20220203,1
300563,20220204,1
300563,20220205,1
300563,20220206,1
300563,20220207,1
300563,20220208,1
300563,20220209,1
300563,20220210,1
300563,20220211,1
300563,20220212,1
300563,20220213,1
300563,20220214,1
300563,20220215,1
300563,20220216,1
300563,20220217,1
300563,20220218,1
300563,20220219,1
300563,20220220,1
300563,20220221,1
300563,20220222,1
300563,20220223,1
300563,20220224,1
300563,20220225,1
300563,20220226,1
300563,20220227,1
300563,20220228,1
300563,20220301,1
300563,20220302,1
300563,20220303,1
300563,20220304,1
300563,20220305,1
300232,20211223,1
300232,20211224,1
300232,20211225,1
300232,20211226,1
300232,20211227,1
300232,20211228,1
300232,20211229,1
300232,20211230,1
300232,20211231,1
300232,20220101,1
300232,20220102,1
300232,20220103,1
300232,20220104,1
300232,20220105,1
300232,20220106,1
300232,20220107,1
300232,20220108,1
300232,20220109,1
300232,20220110,1
300232,20220111,1
300232,20220112,1
300232,20220113,1
300232,20220114,1
300232,20220115,1
300232,20220116,1
300232,20220117,1
300232,20220118,1
300232,20220119,1
300232,20220120,1
300232,20220121,1
300232,20220122,1
300232,20220123,1
300232,20220124,1
300232,20220125,1
300232,20220126,1
300232,20220127,1
300232,20220128,1
300232,20220129,1
300232,20220130,1
300232,20220131,1
300232,20220201,1
300232,20220202,1
300232,20220203,1
300232,20220204,1
300232,20220205,1
300232,20220206,1
300232,20220207,1
300232,20220208,1
300232,20220209,1
300232,20220210,1
300232,20220211,1
300232,20220212,1
300232,20220213,1
300232,20220214,1
300232,20220215,1
300232,20220216,1
300232,20220217,1
300232,20220218,1
300232,20220219,1
300232,20220220,1
300232,20220221,1
300232,20220222,1
300232,20220223,1
300232,20220224,1
300232,20220225,1
300232,20220226,1
300232,20220227,1
300232,20220228,1
300232,20220301,1
300232,20220302,1
300232,20220303,1
300232,20220304,1
300232,20220305,1
301431,20211223,1
301431,20211224,1
301431,20211225,1
301431,20211226,1
301431,20211227,1
301431,20211228,1
301431,20211229,1
301431,20211230,1
301431,20211231,1
301431,20220101,1
301431,20220102,1
301431,20220103,1
301431,20220104,1
301431,20220105,1
301431,20220106,1
301431,20220107,1
301431,20220108,1
301431,20220109,1
301431,20220110,1
301431,20220111,1
301431,20220112,1
301431,20220113,1
301431,20220114,1
301431,20220115,1
301431,20220116,1
301431,20220117,1
301431,20220118,1
301431,20220119,1
301431,20220120,1
301431,20220121,1
301431,20220122,1
301431,20220123,1
301431,20220124,1
301431,20220125,1
301431,20220126,1
301431,20220127,1
301431,20220128,1
301431,20220129,1
301431,20220130,1
301431,20220131,1
301431,20220201,1
301431,20220202,1
301431,20220203,1
301431,20220204,1
301431,20220205,1
301431,20220206,1
301431,20220207,1
301431,20220208,1
301431,20220209,1
301431,20220210,1
301431,20220211,1
301431,20220212,1
301431,20220213,1
301431,20220214,1
301431,20220215,1
301431,20220216,1
301431,20220217,1
301431,20220218,1
301431,20220219,1
301431,20220220,1
301431,20220221,1
301431,20220222,1
301431,20220223,1
301431,20220224,1
301431,20220225,1
301431,20220226,1
301431,20220227,1
301431,20220228,1
301431,20220301,1
301431,20220302,1
301431,20220303,1
301431,20220304,1
301431,20220305,1
301368,20211223,1
301368,20211224,1
301368,20211225,1
301368,20211226,1
301368,20211227,1
301368,20211228,1
301368,20211229,1
301368,20211230,1
301368,20211231,1
301368,20220101,1
301368,20220102,1
301368,20220103,1
301368,20220104,1
301368,20220105,1
301368,20220106,1
301368,20220107,1
301368,20220108,1
301368,20220109,1
301368,20220110,1
301368,20220111,1
301368,20220112,1
301368,20220113,1
301368,20220114,1
301368,20220115,1
301368,20220116,1
301368,20220117,1
301368,20220118,1
301368,20220119,1
301368,20220120,1
301368,20220121,1
301368,20220122,1
301368,20220123,1
301368,20220124,1
301368,20220125,1
301368,20220126,1
301368,20220127,1
301368,20220128,1
301368,20220129,1
301368,20220130,1
301368,20220131,1
301368,20220201,1
301368,20220202,1
301368,20220203,1
301368,20220204,1
301368,20220205,1
301368,20220206,1
301368,20220207,1
301368,20220208,1
301368,20220209,1
301368,20220210,1
301368,20220211,1
301368,20220212,1
301368,20220213,1
301368,20220214,1
301368,20220215,1
301368,20220216,1
301368,20220217,1
301368,20220218,1
301368,20220219,1
301368,20220220,1
301368,20220221,1
301368,20220222,1
301368,20220223,1
301368,20220224,1
301368,20220225,1
301368,20220226,1
301368,20220227,1
301368,20220228,1
301368,20220301,1
301368,20220302,1
301368,20220303,1
301368,20220304,1
301368,20220305,1
300861,20211223,1
300861,20211224,1
300861,20211225,1
300861,20211226,1
300861,20211227,1
300861,20211228,1
300861,20211229,1
300861,20211230,1
300861,20211231,1
300861,20220101,1
300861,20220102,1
300861,20220103,1
300861,20220104,1
300861,20220105,1
300861,20220106,1
300861,20220107,1
300861,20220108,1
300861,20220109,1
300861,20220110,1
300861,20220111,1
300861,20220112,1
300861,20220113,1
300861,20220114,1
300861,20220115,1
300861,20220116,1
300861,20220117,1
300861,20220118,1
300861,20220119,1
300861,20220120,1
300861,20220121,1
300861,20220122,1
300861,20220123,1
300861,20220124,1
300861,20220125,1
300861,20220126,1
300861,20220127,1
300861,20220128,1
300861,20220129,1
300861,20220130,1
300861,20220131,1
300861,20220201,1
300861,20220202,1
300861,20220203,1
300861,20220204,1
300861,20220205,1
300861,20220206,1
300861,20220207,1
300861,20220208,1
300861,20220209,1
300861,20220210,1
300861,20220211,1
300861,20220212,1
300861,20220213,1
300861,20220214,1
300861,20220215,1
300861,20220216,1
300861,20220217,1
300861,20220218,1
300861,20220219,1
300861,20220220,1
300861,20220221,1
300861,20220222,1
300861,20220223,1
300861,20220224,1
300861,20220225,1
300861,20220226,1
300861,20220227,1
300861,20220228,1
300861,20220301,1
300861,20220302,1
300861,20220303,1
300861,20220304,1
300861,20220305,1
299234,20211223,1
299234,20211224,1
299234,20211225,1
299234,20211226,1
299234,20211227,1
299234,20211228,1
299234,20211229,1
299234,20211230,1
299234,20211231,1
299234,20220101,1
299234,20220102,1
299234,20220103,1
299234,20220104,1
299234,20220105,1
299234,20220106,1
299234,20220107,1
299234,20220108,1
299234,20220109,1
299234,20220110,1
299234,20220111,1
299234,20220112,1
299234,20220113,1
299234,20220114,1
299234,20220115,1
299234,20220116,1
299234,20220117,1
299234,20220118,1
299234,20220119,1
299234,20220120,1
299234,20220121,1
299234,20220122,1
299234,20220123,1
299234,20220124,1
299234,20220125,1
299234,20220126,1
299234,20220127,1
299234,20220128,1
299234,20220129,1
299234,20220130,1
299234,20220131,1
299234,20220201,1
299234,20220202,1
299234,20220203,1
299234,20220204,1
299234,20220205,1
299234,20220206,1
299234,20220207,1
299234,20220208,1
299234,20220209,1
299234,20220210,1
299234,20220211,1
299234,20220212,1
299234,20220213,1
299234,20220214,1
299234,20220215,1
299234,20220216,1
299234,20220217,1
299234,20220218,1
299234,20220219,1
299234,20220220,1
299234,20220221,1
299234,20220222,1
299234,20220223,1
299234,20220224,1
299234,20220225,1
299234,20220226,1
299234,20220227,1
299234,20220228,1
299234,20220301,1
299234,20220302,1
299234,20220303,1
299234,20220304,1
299234,20220305,1
300707,20211223,1
300707,20211224,1
300707,20211225,1
300707,20211226,1
300707,20211227,1
300707,20211228,1
300707,20211229,1
300707,20211230,1
300707,20211231,1
300707,20220101,1
300707,20220102,1
300707,20220103,1
300707,20220104,1
300707,20220105,1
300707,20220106,1
300707,20220107,1
300707,20220108,1
300707,20220109,1
300707,20220110,1
300707,20220111,1
300707,20220112,1
300707,20220113,1
300707,20220114,1
300707,20220115,1
300707,20220116,1
300707,20220117,1
300707,20220118,1
300707,20220119,1
300707,20220120,1
300707,20220121,1
300707,20220122,1
300707,20220123,1
300707,20220124,1
300707,20220125,1
300707,20220126,1
300707,20220127,1
300707,20220128,1
300707,20220129,1
300707,20220130,1
300707,20220131,1
300707,20220201,1
300707,20220202,1
300707,20220203,1
300707,20220204,1
300707,20220205,1
300707,20220206,1
300707,20220207,1
300707,20220208,1
300707,20220209,1
300707,20220210,1
300707,20220211,1
300707,20220212,1
300707,20220213,1
300707,20220214,1
300707,20220215,1
300707,20220216,1
300707,20220217,1
300707,20220218,1
300707,20220219,1
300707,20220220,1
300707,20220221,1
300707,20220222,1
300707,20220223,1
300707,20220224,1
300707,20220225,1
300707,20220226,1
300707,20220227,1
300707,20220228,1
300707,20220301,1
300707,20220302,1
300707,20220303,1
300707,20220304,1
300707,20220305,1
299249,20211223,1
299249,20211224,1
299249,20211225,1
299249,20211226,1
299249,20211227,1
299249,20211228,1
299249,20211229,1
299249,20211230,1
299249,20211231,1
299249,20220101,1
299249,20220102,1
299249,20220103,1
299249,20220104,1
299249,20220105,1
299249,20220106,1
299249,20220107,1
299249,20220108,1
299249,20220109,1
299249,20220110,1
299249,20220111,1
299249,20220112,1
299249,20220113,1
299249,20220114,1
299249,20220115,1
299249,20220116,1
299249,20220117,1
299249,20220118,1
299249,20220119,1
299249,20220120,1
299249,20220121,1
299249,20220122,1
299249,20220123,1
299249,20220124,1
299249,20220125,1
299249,20220126,1
299249,20220127,1
299249,20220128,1
299249,20220129,1
299249,20220130,1
299249,20220131,1
299249,20220201,1
299249,20220202,1
299249,20220203,1
299249,20220204,1
299249,20220205,1
299249,20220206,1
299249,20220207,1
299249,20220208,1
299249,20220209,1
299249,20220210,1
299249,20220211,1
299249,20220212,1
299249,20220213,1
299249,20220214,1
299249,20220215,1
299249,20220216,1
299249,20220217,1
299249,20220218,1
299249,20220219,1
299249,20220220,1
299249,20220221,1
299249,20220222,1
299249,20220223,1
299249,20220224,1
299249,20220225,1
299249,20220226,1
299249,20220227,1
299249,20220228,1
299249,20220301,1
299249,20220302,1
299249,20220303,1
299249,20220304,1
299249,20220305,1
300767,20211223,1
300767,20211224,1
300767,20211225,1
300767,20211226,1
300767,20211227,1
300767,20211228,1
300767,20211229,1
300767,20211230,1
300767,20211231,1
300767,20220101,1
300767,20220102,1
300767,20220103,1
300767,20220104,1
300767,20220105,1
300767,20220106,1
300767,20220107,1
300767,20220108,1
300767,20220109,1
300767,20220110,1
300767,20220111,1
300767,20220112,1
300767,20220113,1
300767,20220114,1
300767,20220115,1
300767,20220116,1
300767,20220117,1
300767,20220118,1
300767,20220119,1
300767,20220120,1
300767,20220121,1
300767,20220122,1
300767,20220123,1
300767,20220124,1
300767,20220125,1
300767,20220126,1
300767,20220127,1
300767,20220128,1
300767,20220129,1
300767,20220130,1
300767,20220131,1
300767,20220201,1
300767,20220202,1
300767,20220203,1
300767,20220204,1
300767,20220205,1
300767,20220206,1
300767,20220207,1
300767,20220208,1
300767,20220209,1
300767,20220210,1
300767,20220211,1
300767,20220212,1
300767,20220213,1
300767,20220214,1
300767,20220215,1
300767,20220216,1
300767,20220217,1
300767,20220218,1
300767,20220219,1
300767,20220220,1
300767,20220221,1
300767,20220222,1
300767,20220223,1
300767,20220224,1
300767,20220225,1
300767,20220226,1
300767,20220227,1
300767,20220228,1
300767,20220301,1
300767,20220302,1
300767,20220303,1
300767,20220304,1
300767,20220305,1
299393,20211223,1
299393,20211224,1
299393,20211225,1
299393,20211226,1
299393,20211227,1
299393,20211228,1
299393,20211229,1
299393,20211230,1
